Age,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
57,1,2,4900,24,13,12,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
49,7,3,10466,14,29,8,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
34,15,4,17007,14,16,14,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,0,0
28,1,1,2909,15,5,3,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,0,1
29,13,2,5765,11,7,5,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Single,0,1
34,24,2,4599,23,16,15,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,1,1
35,7,1,2404,13,1,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,0,0
24,9,1,3172,11,4,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,1,1
24,13,1,2033,13,1,1,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Married,0,0
44,2,3,10209,18,16,2,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Single,1,0
29,19,2,8620,14,10,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
30,1,1,2064,21,6,5,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Divorced,0,0
55,4,2,4035,16,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
33,4,1,3838,11,8,5,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
47,14,2,4591,17,11,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1,0
28,2,1,2561,11,8,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,0,1
28,1,1,1563,14,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
28,7,2,4898,14,5,4,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,0,0
49,3,2,4789,25,10,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
29,2,1,3180,13,4,3,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
28,29,2,6549,14,8,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
33,8,2,6388,17,14,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,1,0
32,10,3,11244,25,10,5,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,0,0
54,11,4,16032,20,26,14,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,0,0
29,1,1,2362,13,11,9,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,0,1
44,28,4,16328,13,24,20,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
39,6,3,8376,18,9,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,0,0
46,3,4,16606,12,23,13,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,0,0
35,16,3,8606,19,11,11,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,0,0
23,20,2,2272,14,5,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
40,9,1,2018,14,15,5,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
34,1,3,7083,14,10,10,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,1,0
31,3,1,4084,12,7,7,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,0,1
50,22,4,14411,13,32,32,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,1,0
34,7,1,2308,25,12,11,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,1,0
42,2,1,4841,14,4,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
37,13,2,4285,17,10,10,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
29,8,2,9715,13,9,7,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Married,0,0
33,25,2,4320,13,5,5,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
45,28,1,2132,20,8,5,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
42,2,3,10124,14,24,20,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
40,9,2,5473,12,9,8,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
33,28,2,5207,12,15,15,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
40,6,4,16437,21,21,21,Travel_Rarely,Human Resources,Medical,Male,Manager,Single,1,0
24,21,1,2296,14,2,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,0,0
40,8,2,4069,18,8,2,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,0
45,1,3,7441,12,10,10,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,0,0
35,28,1,2430,23,6,5,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,0,0
32,5,2,5878,12,12,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
36,2,1,2644,21,7,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,1,0
48,16,2,6439,14,18,8,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,0,0
29,9,1,2451,18,5,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
33,8,2,6392,13,8,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
30,1,2,9714,11,10,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,1
38,10,2,6077,11,10,6,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,0,0
35,1,1,2450,19,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
30,29,3,9250,12,9,4,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,0,0
35,2,1,2074,12,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,1,1
53,2,3,10169,16,34,33,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,0,1
38,2,2,4855,11,7,5,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,0,1
32,1,2,4087,14,9,6,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
48,15,1,2367,12,10,8,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,0,0
34,7,1,2972,13,1,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
55,26,5,19586,21,36,36,Travel_Rarely,Sales,Marketing,Male,Manager,Married,0,0
34,1,2,5484,17,9,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
26,3,1,2061,21,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
38,14,2,9924,11,10,9,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
38,16,2,4198,12,8,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,0
36,1,2,6815,13,15,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,0
29,3,1,4723,18,10,10,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,1,0
35,10,2,6142,16,10,5,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,1,0
39,6,3,8237,11,11,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
29,2,2,8853,19,6,6,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
50,9,5,19331,16,27,1,Travel_Rarely,Sales,Marketing,Male,Manager,Married,1,0
23,10,1,2073,16,4,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
36,6,2,5562,13,9,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
42,9,5,19613,22,24,1,Travel_Rarely,Research & Development,Other,Male,Manager,Single,0,0
35,28,2,3407,17,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
34,10,2,5063,14,8,8,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,0,0
40,14,2,4639,15,5,5,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
43,27,1,4876,12,8,6,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,0,0
35,7,1,2690,18,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
46,1,4,17567,15,27,26,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,0,0
28,24,1,2408,17,1,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1,1
22,26,1,2814,14,4,4,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,1,0
50,20,4,11245,15,32,30,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
32,5,1,3312,17,6,3,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,0,0
44,7,5,19049,14,23,22,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,1,0
30,7,1,2141,12,6,6,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
45,5,2,5769,14,10,10,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,1,0
45,26,2,4385,15,10,10,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,0,0
31,2,2,5332,13,10,5,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,0,0
36,12,2,4663,12,7,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,0
34,10,2,4724,13,9,9,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
49,25,1,3211,14,10,9,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
39,10,2,5377,13,10,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,0,0
27,19,1,4066,11,7,7,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,0,0
35,18,2,5208,11,16,16,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
28,27,2,4877,21,6,5,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,0
21,5,1,3117,18,3,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
18,3,1,1569,12,0,0,Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,1,1
47,26,5,19658,11,27,5,Travel_Rarely,Human Resources,Life Sciences,Female,Manager,Married,0,0
39,3,2,3069,15,11,10,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
40,15,3,10435,13,18,18,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
35,8,2,4148,12,15,14,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
37,19,2,5768,17,9,4,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
39,4,2,5042,13,10,9,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,0,0
45,2,2,5770,19,10,10,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,0,0
38,2,3,7756,19,10,5,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,1,0
35,10,3,10306,17,15,13,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,1
37,10,1,3936,11,8,8,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
40,16,3,7945,15,18,4,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,0
44,1,2,5743,11,14,10,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,1,0
48,4,4,15202,25,23,2,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,0,0
35,15,2,5440,14,7,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,1,1
24,2,1,3760,13,6,6,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,1,0
27,8,1,3517,17,5,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
27,2,1,2580,13,6,4,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,0,0
40,7,1,2166,14,10,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,1
29,10,2,5869,11,8,5,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,0,0
36,5,3,8008,12,9,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
25,2,2,5206,17,7,7,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
39,12,2,5295,21,7,5,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,0,0
49,22,4,16413,16,27,4,Travel_Rarely,Research & Development,Other,Female,Research Director,Married,0,0
50,17,3,13269,15,19,14,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,0,0
20,2,1,2783,19,2,2,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,0,0
34,3,2,5433,12,11,11,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
36,7,1,2013,11,15,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
49,6,4,13966,19,30,15,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1,0
36,1,2,4374,15,4,3,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,0,0
36,3,2,6842,20,13,5,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
54,22,4,17426,25,36,10,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,0,0
43,15,4,17603,24,14,14,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
35,12,2,4581,24,13,11,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,1,1
38,1,2,4735,15,19,13,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
29,5,2,4187,13,10,10,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,1,0
33,2,2,5505,14,6,6,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
32,2,2,5470,13,10,9,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,0,0
31,5,2,5476,11,10,10,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
49,16,1,2587,16,17,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,1,0
38,2,1,2440,22,4,4,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
47,2,4,15972,14,29,3,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,0,0
49,1,4,15379,14,23,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,0,0
41,23,3,7082,16,21,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,0
20,9,1,2728,11,2,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,0,0
33,16,2,5368,25,7,6,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,1,0
36,26,2,5347,14,10,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
44,1,1,3195,18,8,2,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,1,0
23,8,1,3989,11,5,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,1,1
38,4,1,3306,19,7,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
53,24,3,7005,15,11,4,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
48,7,1,2655,11,19,9,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,1,1
32,2,1,1393,12,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
26,7,1,2570,20,7,7,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
55,22,1,3537,12,8,4,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,0,0
34,5,2,3986,14,15,15,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
60,1,3,10883,20,19,1,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,0,0
33,21,1,2028,18,14,14,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
37,1,2,9525,14,6,6,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,0,0
34,19,1,2929,12,10,10,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
23,7,1,2275,21,3,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,1,1
44,2,3,7879,19,9,8,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1,0
35,2,1,4930,14,6,5,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,1,0
43,2,2,7847,17,10,10,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,1,0
24,9,1,4401,16,5,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
41,6,3,9241,12,10,10,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
29,9,1,2974,17,9,5,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
36,2,2,4502,15,17,13,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,0,0
45,1,3,10748,23,25,23,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
24,22,1,1555,11,1,1,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,1
47,9,4,12936,11,25,23,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,0,1
26,17,1,2305,15,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
45,28,4,16704,11,21,21,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Single,0,0
32,10,1,3433,13,10,5,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
31,2,1,3477,14,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
41,4,2,6430,19,10,3,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,0,0
40,8,2,6516,16,18,1,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,0
24,29,1,3907,13,6,6,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
46,13,2,5562,14,19,10,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
35,27,2,6883,16,17,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
30,16,1,2862,12,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
47,2,2,4978,11,4,1,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,0,0
46,2,3,10368,12,13,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,1,0
36,13,2,6134,13,16,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,1
32,1,2,6735,15,10,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,0,1
23,4,1,3295,13,3,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
31,24,2,5238,20,9,5,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,0,0
39,1,2,6472,15,9,9,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
32,19,3,9610,13,10,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
40,7,5,19833,14,21,21,Travel_Rarely,Sales,Medical,Male,Manager,Single,0,0
45,4,3,9756,21,9,5,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,0,0
30,2,1,4968,16,10,9,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,0,0
24,10,1,2145,14,3,2,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,0,0
30,8,1,2180,11,6,4,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,0,1
31,5,2,8346,19,6,5,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,0,0
27,8,1,3445,11,6,6,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
29,9,1,2760,13,2,2,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,0,1
29,1,2,6294,12,10,3,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,1,0
30,15,3,7140,11,12,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
34,2,1,2932,14,6,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
33,2,2,5147,15,13,11,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,0,0
49,11,2,4507,12,8,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,0,0
33,16,3,8564,20,11,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,1,1
38,2,1,2468,14,9,6,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
31,16,3,8161,13,10,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,1
29,4,1,2109,13,1,1,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,0,0
30,16,2,5294,16,10,7,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
32,5,1,2718,14,12,7,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,0,0
38,18,2,5811,16,15,1,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
43,17,1,2437,16,6,1,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,1,1
42,12,1,2766,22,7,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
55,2,5,19038,12,34,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
33,4,2,3055,15,11,9,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,0,0
41,9,1,2289,20,5,5,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
34,10,2,4001,14,15,15,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,1,0
53,1,4,12965,20,27,3,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,1,0
43,2,1,3539,13,10,9,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,0,0
34,3,2,6029,12,6,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,0
21,7,1,2679,13,1,1,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,0,1
38,6,1,3702,11,5,5,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,0,0
22,8,1,2398,17,1,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,1,1
31,29,2,5468,14,13,12,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
51,3,3,13116,11,15,2,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Married,0,0
37,9,2,4189,14,5,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
46,2,5,19328,17,24,2,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,1,0
36,10,3,8321,13,15,12,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
44,1,1,2342,12,6,5,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,1,1
37,8,2,4071,13,19,10,Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,0,0
35,27,2,5813,18,10,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,1
33,8,1,3143,19,14,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
28,1,1,2044,11,5,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
39,10,3,13464,21,9,4,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,0,0
46,26,2,7991,15,6,2,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,0,0
40,2,1,3377,17,7,4,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
42,13,2,5538,18,10,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
35,2,2,5762,14,15,7,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,0,0
38,2,1,2592,13,13,11,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,0,0
34,9,2,5346,17,11,7,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,1
37,10,2,4213,15,10,10,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,0,1
39,20,2,4127,18,7,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
43,9,1,2438,13,7,3,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
41,5,2,6870,12,11,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
41,4,3,10447,13,23,22,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,1,0
30,10,3,9667,14,9,7,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,0,0
26,20,1,2148,11,6,5,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Married,1,1
46,21,2,8926,22,13,9,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,0,1
40,1,2,6513,17,12,5,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,0,0
34,8,2,6799,21,10,10,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,0,0
58,2,4,16291,22,37,16,Non-Travel,Sales,Medical,Male,Manager,Divorced,0,0
35,23,1,2705,16,6,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
47,4,3,10333,12,28,22,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,1,0
40,12,2,4448,12,15,7,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,0,0
54,7,2,6854,15,14,7,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
31,7,3,9637,14,9,3,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
28,1,1,3591,25,3,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
38,2,2,5405,20,20,4,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,1,0
26,10,2,4684,13,5,5,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,0,0
58,15,4,15787,14,23,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,1,0
18,14,1,1514,16,0,0,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,0,0
31,18,1,2956,17,2,1,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,1
29,13,1,2335,15,4,2,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,1,1
45,2,2,5154,22,10,8,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,0,0
36,2,2,6962,22,15,1,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,1,0
